fr_number,v_id,v_bbox,lp_bbox,lp_bbox_score,lp,lp_score
373,338,1002.5937068187013 847.800159528683 1465.3919139529098 1199.2066887405322,1170.088623046875 1111.642822265625 1308.72705078125 1160.21337890625,0.4811778962612152,RF65JKY,0.3447464743330716
374,338,1002.9054033218063 849.4450045300873 1466.2810577788032 1198.8983294621407,1170.053955078125 1111.6871337890625 1308.9412841796875 1160.2569580078125,0.4797009825706482,RF65JKY,0.3370901236309845
375,338,1003.5959430655953 851.2132351620462 1468.1984845290176 1198.1437007501504,1170.1343994140625 1115.29541015625 1307.583984375 1163.7467041015625,0.5046991109848022,AR65JKV,0.3483351228595109
376,338,1003.558368271032 852.2861851469195 1469.0214992232993 1197.394905491935,1169.9151611328125 1115.300537109375 1307.6192626953125 1163.711181640625,0.5045486688613892,A565JKV,0.22892510732081572
377,338,1003.4938273880049 853.5773881924616 1467.6608287510246 1196.7141493912677,1167.7762451171875 1118.012939453125 1308.41845703125 1166.416748046875,0.41119492053985596,AF6SJXV,0.16116009598474837
378,338,1003.7313761040028 854.3857953997799 1466.8887987040443 1196.0771883241632,1167.802978515625 1118.0076904296875 1308.407958984375 1166.4117431640625,0.41086870431900024,AF6SJXV,0.16116009598474837
379,338,1003.5816906280445 858.2387256496652 1467.0436664024057 1197.529870839311,1171.9921875 1121.8790283203125 1312.05078125 1170.6217041015625,0.355709969997406,AF65JKV,0.43760390569230323
380,338,1003.4875747184788 860.1133629054519 1467.149028280916 1197.6727235797368,1171.998046875 1121.9715576171875 1312.072509765625 1170.5826416015625,0.3567652404308319,AF65JKV,0.43760390569230323
381,338,1006.1698573750881 862.4763889934691 1470.9037608389337 1198.69482503026,1168.2039794921875 1128.577392578125 1317.66552734375 1179.7529296875,0.3644026219844818,ARESJKV,0.15229542382736655
382,338,1006.9344948347072 863.59831142834 1472.4156035170577 1198.8515073797641,1168.1248779296875 1128.584716796875 1317.7059326171875 1179.761474609375,0.36471104621887207,ARE5JKV,0.30376945371059805
383,338,1006.9938822961362 865.6956220039237 1473.6110591946003 1199.5461260768143,1172.882568359375 1130.790771484375 1312.967529296875 1179.7569580078125,0.4911196231842041,ARESJFV,0.06675813649873846
384,338,1006.7384683030575 866.7227295429493 1474.2078120692493 1199.5524238403223,1172.874755859375 1130.7830810546875 1313.021240234375 1179.7568359375,0.49091750383377075,ARE5JRV,0.32306377863314034
385,338,1006.7541073418072 870.263113260727 1475.8678128246413 1201.025342959882,1173.3856201171875 1137.6439208984375 1313.592041015625 1184.0821533203125,0.370100200176239,ASE5JKV,0.12275540517620408
386,338,1006.4732134139025 871.9371240801804 1476.7740075050708 1201.2274347328846,1173.420654296875 1137.6448974609375 1313.5045166015625 1184.06298828125,0.36892735958099365,ASESJKV,0.1042645874153412
387,338,1006.6696102089352 875.0479608129186 1478.6902310518642 1201.9365406647971,1175.5694580078125 1144.44921875 1314.4012451171875 1189.8055419921875,0.2537064850330353,AFESJKV,0.49806455438241826
39,339,1029.5765170211469 607.5223350543612 1371.2425390796013 895.782855193822,1146.3204345703125 805.1300659179688 1250.664794921875 844.6436157226562,0.28619807958602905,EFI00Z7,0.25146652150402554
40,339,1029.5745245229314 608.0241638341038 1370.67151965609 896.2773074726674,1146.3155517578125 805.135498046875 1250.6937255859375 844.6731567382812,0.28363779187202454,EFI00Z7,0.25146652150402554
41,339,1030.3562267572597 608.4860203649287 1372.2096477931864 897.2971048787542,1142.72900390625 806.0513916015625 1249.7662353515625 847.553466796875,0.35681843757629395,HNOPU,0.08567764158931504
42,339,1030.5448119547161 608.5433472232346 1372.93493528145 897.7642767971734,1142.775390625 806.1199340820312 1249.7257080078125 847.5697631835938,0.35476306080818176,ENOPU,0.25735316265782454
43,339,1029.301838437126 609.809664252185 1370.9636077686075 899.6385648224436,1144.6943359375 808.9277954101562 1257.7537841796875 850.9661865234375,0.3654939532279968,WEFIN0ZT,0.16590051882687396
44,339,1029.0566878667753 610.1040522633125 1370.2754773518907 900.3737371268048,1144.737060546875 808.9401245117188 1257.781005859375 850.9864501953125,0.3627493679523468,WEFIN0ZT,0.16590051882687396
45,339,1029.7763782717707 613.1102512230026 1370.5913416568324 903.1999939290896,1144.8983154296875 814.5150146484375 1254.2547607421875 853.0860595703125,0.39262083172798157,EFIO@Z,0.185100096191251
46,339,1030.1172102808114 614.2244680319367 1370.7051376301256 904.2111974939929,1144.8681640625 814.4950561523438 1254.328125 853.0982055664062,0.3907477855682373,EFIO@Z,0.29066799848361713
47,339,1031.7018912488188 615.3869250200037 1373.8775496711114 905.3643843115963,1148.310302734375 815.9500122070312 1254.73046875 852.6470336914062,0.3818191587924957,EFID@ZT,0.5115289491592322
48,339,1032.043420369018 615.8007248730717 1375.3765893246741 905.762019520728,1148.3868408203125 815.9545288085938 1254.808837890625 852.6869506835938,0.38331660628318787,EFID@ZT,0.49340336433918325
49,339,1031.3230385644806 617.3946002242748 1377.9078965195454 907.427064623406,1144.4091796875 817.7847290039062 1255.5052490234375 856.5324096679688,0.3795364797115326,EFLDPZT,0.2064606173708473
50,339,1030.8715040303096 617.9467122372164 1379.499972001664 907.997196937512,1144.54443359375 817.7889404296875 1255.40625 856.477783203125,0.3775081932544708,EFLDP2,0.1463914975594975
51,339,1031.18861155382 618.8808596310395 1379.8155701379133 908.9410951707365,1146.9022216796875 822.0062255859375 1256.6553955078125 859.9297485351562,0.37613627314567566,EFID02,0.2366944376773539
52,339,1031.181286012018 619.2194385045223 1380.0380909893302 909.2716694666353,1146.7921142578125 821.988525390625 1256.7381591796875 859.9183349609375,0.37615397572517395,EFID02T,0.25786774460891954
53,339,1030.745904327068 620.4492251854776 1379.667130630243 910.7336130979681,1144.919677734375 821.882080078125 1255.4381103515625 859.2238159179688,0.38730913400650024,EFLO@Z,0.3525005453541332
54,339,1030.6417699724414 620.852416210211 1379.5038923522873 911.2786352869125,1144.9967041015625 821.8858642578125 1255.33203125 859.1912841796875,0.3862918019294739,EFLO@Z,0.38591048187435834
55,339,1031.9924229340845 622.1449708833304 1381.4663215795467 913.53816316757,1148.0289306640625 825.1980590820312 1260.5887451171875 861.8192749023438,0.42763304710388184,#EFIQ0ZD,0.16076270930446562
56,339,1032.3365377888476 622.3947791003047 1382.21357825716 914.399620435451,1147.982421875 825.1735229492188 1260.617919921875 861.841796875,0.4259849488735199,EFIO0Z},0.09926961787318456
57,339,1031.1632762827116 623.9209979993643 1381.449774848285 917.2370628742792,1149.22705078125 827.1729125976562 1264.0931396484375 862.890380859375,0.4279913902282715,EFIDOZT,0.225423024216576
58,339,1030.711087020756 624.2879219727474 1381.2913447355493 918.5764305197433,1149.2939453125 827.1783447265625 1263.993408203125 862.9014892578125,0.4270314872264862,EFIDOZT,0.225423024216576
59,339,1031.740765716098 624.946658310784 1383.1904926519082 920.3492509455352,1148.5316162109375 826.5933227539062 1263.5194091796875 866.7313842773438,0.42283907532691956,EFIO0Z7,0.3266621047458222
60,339,1031.9128093593479 624.9268898443481 1383.733022789282 921.1543360744668,1148.1368408203125 826.6742553710938 1264.1898193359375 866.8819580078125,0.42299148440361023,EFIQ@Z},0.6690569134682851
61,339,1032.2529003667835 626.2624186086831 1384.616949954013 924.72896326792,1149.6837158203125 831.077880859375 1269.737060546875 871.028564453125,0.46264326572418213,EFIO0ZT,0.2453287743445884
62,339,1032.3093681223015 626.340671122 1385.1157894703467 926.4002687213801,1149.709716796875 831.1741943359375 1269.7745361328125 871.046875,0.4625777006149292,EFIO0ZT,0.28408155580843075
63,339,1031.530136498778 626.4665204787921 1385.2159354917496 928.1909889977796,1151.2989501953125 836.4706420898438 1263.6663818359375 872.17578125,0.4235593378543854,EFIZI,0.2383622563502309
64,339,1030.9259289352935 626.2214344009775 1385.3790128056635 929.1813608910503,1150.6021728515625 835.1066284179688 1265.2412109375 873.5712280273438,0.4255869388580322,EFIO@ZT,0.23572125878134664
65,339,1030.9515178679844 626.4682555875652 1386.3873828267097 930.309209959195,1155.596923828125 836.542724609375 1263.895751953125 874.7584838867188,0.45712441205978394,HEP,0.17514664481929157
66,339,1030.771442203325 626.4034024779847 1386.923262041621 930.9152615434833,1155.592041015625 836.5451049804688 1263.96337890625 874.765625,0.4575956165790558,HEP,0.17514664481929157
67,339,1031.6470714066168 627.0538378597324 1387.8207726206538 932.6285745357194,1148.4515380859375 840.0481567382812 1266.35595703125 877.5972900390625,0.3633159399032593,EFIDZT,0.29324970874041845
68,339,1032.025289647586 626.9764287018171 1388.2604074270473 933.3871814720588,1148.598876953125 840.0408325195312 1266.369384765625 877.5755615234375,0.364928275346756,EFIDZT,0.29324970874041845
69,339,1033.110272213113 629.8852766943047 1389.2294090591415 936.9815241529276,1153.580078125 842.6179809570312 1263.3814697265625 880.195068359375,0.47103363275527954,EFIODZ,0.3625868275648274
70,339,1033.5407879153527 630.7441713454481 1389.5876862830241 938.3928765737409,1153.547119140625 842.62060546875 1263.3856201171875 880.1839599609375,0.4706425070762634,EFIODZ,0.3625868275648274
71,339,1034.1711663257784 632.5199787173722 1390.5924366196018 941.0353195648536,1154.157470703125 844.790771484375 1265.0250244140625 881.4238891601562,0.45941776037216187,EFIODZ,0.2706786272484149
72,339,1034.338281907602 633.0553340232668 1391.0352643253939 942.2171717014687,1154.1424560546875 844.8099975585938 1265.29052734375 881.4188842773438,0.4578098952770233,EFIODZ,0.2706786272484149
73,339,1035.0761261673556 635.7784778122885 1392.318483313868 945.5104483694064,1154.8876953125 847.42529296875 1262.240234375 884.7684326171875,0.47320833802223206,EFTO@Z,0.357194054801232
74,339,1035.276133351533 636.680526218222 1392.927983899555 946.7394665886186,1154.8497314453125 847.4013061523438 1262.2164306640625 884.7386474609375,0.4738585948944092,EFTO@Z,0.357194054801232
75,339,1035.6464719583257 640.2929535885842 1393.287615758721 950.5608644311453,1151.3841552734375 849.1792602539062 1268.6007080078125 888.9171142578125,0.4484652876853943,EFLODZT,0.17049657379456104
76,339,1035.759447654759 641.5567856506711 1393.4024394265787 951.9882983566702,1151.54541015625 849.220703125 1268.595458984375 888.8572387695312,0.4487522840499878,EFLODZT,0.13582220566888834
77,339,1035.7834524803616 642.6276377132001 1394.3190189281395 953.4665425716958,1153.83935546875 851.4638671875 1267.4151611328125 889.2722778320312,0.45990779995918274,EFI0DZT,0.18281281195295346
78,339,1035.6710003098935 642.9321398968532 1394.889754756745 954.0633205961653,1153.822021484375 851.4360961914062 1267.531005859375 889.2719116210938,0.4606849253177643,EFI0DZT,0.18281281195295346
79,339,1036.3141290024748 643.7897544150261 1396.7427800001194 955.4412632818486,1158.1334228515625 857.5777587890625 1265.5322265625 890.0468139648438,0.4303470253944397,EFID@ZT,0.6484366338802525
80,339,1036.2883858948787 643.9688619098788 1397.567245172 956.0137255747065,1158.1346435546875 857.5826416015625 1265.4989013671875 890.0411987304688,0.43049803376197815,EFID@ZT,0.6484366338802525
81,339,1037.2144978123383 643.3377324495174 1400.1277828771176 956.7783382111028,1154.6671142578125 860.033203125 1266.6605224609375 895.80859375,0.445902943611145,EFIODZI,0.1802536275715021
82,339,1037.2854543821145 642.7198334767813 1401.4274516283276 957.2215128597393,1154.7474365234375 860.0380249023438 1266.7305908203125 895.8074340820312,0.4457695782184601,EFIODZI,0.17736363668894287
83,339,1037.6429281194453 642.3719170095404 1402.9366086811654 958.3599875270176,1155.6490478515625 860.7708740234375 1272.529296875 899.4282836914062,0.41977301239967346,EPZL,0.3612948954105377
84,339,1037.5609154840893 642.0369643290294 1403.6816948418048 958.9837865583004,1155.7236328125 860.794189453125 1272.455322265625 899.4259643554688,0.41885823011398315,TEPZL,0.10903492159078995
85,339,1038.0703019251475 642.1132152311817 1405.2355296540434 961.1427047922344,1156.720458984375 863.240478515625 1267.27490234375 900.3413696289062,0.46597474813461304,EFIO@ZT,0.14710636554943077
86,339,1038.087143788316 641.6402829412009 1406.0419445304078 962.2656574698176,1156.7633056640625 863.2411499023438 1267.352783203125 900.3404541015625,0.46578484773635864,EFIO@ZT,0.14710636554943077
87,339,1037.0145282407075 643.2280282589513 1404.21008956785 965.1603295197028,1158.3486328125 867.2523803710938 1272.8465576171875 903.5473022460938,0.4763771891593933,EFID@ZT,0.627157783604537
88,339,1036.836903602072 643.5729295103544 1403.5826899936758 966.4308574558389,1158.382080078125 867.270751953125 1272.8631591796875 903.5386352539062,0.47669512033462524,EFID@ZT,0.627157783604537
89,339,1037.1637600928975 646.4295346134609 1403.8230595765226 969.1254561613514,1158.2542724609375 868.5474243164062 1274.215087890625 903.9838256835938,0.4686051607131958,EFIDDZT,0.17939604755574967
90,339,1037.2885570804012 647.4346360792072 1403.8395683355932 970.0776749488766,1158.23779296875 868.5413208007812 1274.218994140625 903.9965209960938,0.4688869118690491,EFIDDZT,0.17939604755574967
91,339,1036.244056920715 653.8793908102343 1401.7065118199964 973.96877255359,1159.029296875 871.847412109375 1278.0384521484375 909.039306640625,0.4691689610481262,EOMD,0.1567901074886322
92,339,1036.070118848412 656.8101087831352 1400.7773316512814 974.9783496847534,1159.0697021484375 871.9085693359375 1278.0699462890625 909.087646484375,0.46694931387901306,EFIODZT,0.15867847004733734
93,339,1036.1741337191133 661.0247127943602 1401.0837011548074 977.1610236930709,1155.302490234375 875.5634765625 1278.9666748046875 914.8605346679688,0.4192342460155487,EFIO@ZT,0.14241135919218048
94,339,1036.1123776966851 662.87203022757 1401.1638087046795 977.523935887515,1155.2607421875 875.5462036132812 1278.9580078125 914.8818969726562,0.41932907700538635,EFIO@ZT,0.14241135919218048
95,339,1037.081315153498 664.6763414726695 1402.066380545924 978.322243818895,1158.935546875 877.4796142578125 1277.0557861328125 915.7070922851562,0.46562039852142334,EFLO0Z7,0.1687492901170941
96,339,1037.5331826191943 665.5059411800444 1402.6639312890177 978.4214703692155,1158.8492431640625 877.4498291015625 1276.9945068359375 915.7947387695312,0.46427080035209656,EFLPZT,0.19469833681542717
97,339,1038.37578691797 668.3550767337965 1404.8923391713952 980.9747045234938,1154.970703125 879.4765625 1279.462890625 918.3060302734375,0.37226593494415283,ERIODZT,0.19278218578568493
98,339,1038.502001078606 669.4997683091076 1406.0429760850989 981.8770795191567,1154.8194580078125 879.487060546875 1279.6826171875 918.33447265625,0.36918848752975464,EFIODZT,0.7174810614842045
99,339,1038.8218134646274 670.460666265397 1407.5569831593386 984.2706065728624,1162.3875732421875 883.0819091796875 1277.7647705078125 921.0960083007812,0.4820179343223572,MADOZU,0.2767324869021136
100,339,1038.754381897009 670.547252139827 1408.3522017020132 985.3573844910317,1162.5224609375 883.0856323242188 1277.7470703125 921.0842895507812,0.4818304777145386,EFIDZT,0.17262590214335838
101,339,1038.3379628064642 670.1157872269714 1408.3384839140751 986.704039374057,1160.2095947265625 883.4786987304688 1276.1611328125 921.8811645507812,0.47168949246406555,EFIODZT,0.9067189974632819
102,339,1038.0700437840849 669.456304730728 1408.3977458432912 987.4163736618187,1160.1893310546875 883.4769897460938 1276.179931640625 921.8823852539062,0.47137317061424255,EFIODZT,0.9067189974632819
103,339,1038.813813819715 668.3661654928023 1409.7413837340027 989.324261790555,1162.90966796875 887.8347778320312 1277.4935302734375 923.1696166992188,0.49186626076698303,EFIOZT,0.6197371404007973
104,339,1039.1134740937766 667.604656757608 1410.5808136387711 990.6505380428313,1162.8670654296875 887.8482666015625 1277.5177001953125 923.1649169921875,0.4906960427761078,EFIOZT,0.6337436662896547
105,339,1039.0580723567007 666.0783181722181 1410.35475836517 992.4614736239769,1164.3489990234375 890.5931396484375 1278.9615478515625 929.9971923828125,0.479740709066391,EFID@Z,0.7390576709237918
106,339,1039.112360299357 664.9374173322104 1410.363614946587 993.763223611545,1164.3558349609375 890.5589599609375 1279.1005859375 929.9390869140625,0.47930651903152466,EFID@Z,0.5414456282123989
107,339,1038.9073848182788 664.6637234776482 1409.8867769179164 995.4532273753174,1163.667724609375 892.9637451171875 1277.8193359375 930.4246215820312,0.4983808994293213,#EFIDDZT,0.25125987448781373
108,339,1038.909619837315 664.0916006834032 1409.7839591125994 996.3820576930702,1163.6463623046875 892.9666748046875 1277.8062744140625 930.4284057617188,0.4989601671695709,#EFIDDZT,0.25125987448781373
109,339,1037.941128539579 667.9109807785555 1408.2841156086529 999.7568386906889,1165.702880859375 897.5533447265625 1279.3507080078125 934.6873779296875,0.456213116645813,HEFLODZU,0.1610829898006263
110,339,1037.7082168631255 669.4486968325576 1407.7442689338695 1000.9274822268152,1165.5155029296875 897.5390625 1279.3660888671875 934.7250366210938,0.4563401937484741,EFIODZ,0.166586557356114
111,339,1038.8625993390528 670.6777991150663 1409.7874555848966 1003.3420222154513,1160.97412109375 899.4544067382812 1281.846435546875 941.2379760742188,0.4682655930519104,HEODZU,0.24688308660756073
112,339,1039.0849362916056 671.1565533749431 1410.6233711277432 1004.5330803678837,1161.0855712890625 899.5040893554688 1281.7646484375 941.2103881835938,0.468096524477005,EFLD@ZT,0.3068471724504904
113,339,1039.751252644049 671.818126715596 1412.805023652886 1006.6555011357468,1165.8880615234375 902.72216796875 1280.604736328125 941.9379272460938,0.5169985294342041,EFIQDZ,0.3042918674603768
114,339,1039.7304357708015 671.8989049194029 1413.8114689474712 1007.7408321057358,1165.9122314453125 902.7413330078125 1280.5384521484375 941.9345703125,0.5169424414634705,EFIQDZ,0.3042918674603768
115,339,1039.9667832444436 677.4057363632606 1414.938909872523 1011.6898588263565,1159.351318359375 904.3126220703125 1285.320556640625 943.4912719726562,0.5023702383041382,EFID@ZT,0.7426440119572599
116,339,1039.9121546372915 679.66556097385 1415.5220026825843 1012.8372647159658,1159.2816162109375 904.3002319335938 1285.3968505859375 943.503173828125,0.5020186901092529,EFID@ZT,0.7426440119572599
117,339,1039.9287442574412 683.2512242182872 1415.806089096023 1016.4102497443046,1162.9158935546875 908.4679565429688 1285.360595703125 946.2005615234375,0.5453416109085083,EFIO@ZT,0.2514952850417962
118,339,1039.821258098842 684.5163491616959 1415.8729084750262 1017.6622490918717,1163.117919921875 908.561279296875 1284.9888916015625 946.0597534179688,0.5447346568107605,HELPZD,0.2362697688972989
119,339,1041.1249004920667 683.9026866674136 1418.6752958120076 1018.2493113196582,1169.804931640625 909.146240234375 1289.5289306640625 951.0130004882812,0.5296859741210938,EFIDMZT,0.8457245485570074
120,339,1041.0470492353438 683.2674323090262 1419.3734183105098 1018.6496714463526,1170.30908203125 909.3650512695312 1289.2384033203125 950.702880859375,0.5280551314353943,EFID@ZT,0.6037487167544717
121,339,1040.816835863518 686.1173452738337 1420.7455773135312 1021.4050005899633,1163.1265869140625 914.7183837890625 1284.987548828125 956.5232543945312,0.44432973861694336,EFIDDZ,0.3346497292558843
122,339,1040.3426979886885 687.1829741848122 1421.387806744473 1022.3668136822358,1163.098388671875 914.7086791992188 1284.8955078125 956.5016479492188,0.445279598236084,EFIDDZ,0.2531400235075662
123,339,1041.2095600592766 690.8253704708351 1423.130794165736 1024.9534354577768,1168.8448486328125 920.7548828125 1285.738525390625 957.80810546875,0.4876657724380493,EFIODZT,0.39143550488346324
124,339,1041.408160232569 692.3450086662446 1423.9657717697903 1025.6908351385116,1168.8408203125 920.7556762695312 1285.6329345703125 957.8546752929688,0.48899850249290466,EFIO@ZT,0.386651215388499
125,339,1041.3793050194597 695.0428328908846 1423.4587697487734 1028.0090513350615,1168.57421875 918.5862426757812 1292.8206787109375 961.2742919921875,0.4184463918209076,HEOPZD,0.309398197263025
126,339,1041.3989196210398 695.9377784985858 1423.1662019132011 1028.719493895297,1168.507568359375 918.5535278320312 1292.77392578125 961.2630004882812,0.4192250669002533,EFIODZ7,0.13524346586863553
127,339,1041.6352454315588 699.9857299639258 1423.50383091794 1032.5579676081256,1166.72998046875 925.0732421875 1283.8394775390625 962.5408935546875,0.497997522354126,TEODZU,0.3360943700301578
128,339,1041.693507304118 701.4776977276001 1423.6965158738242 1033.9060276598584,1166.7047119140625 925.0595092773438 1283.8583984375 962.5494995117188,0.49852561950683594,TEODZU,0.3360943700301578
129,339,1039.5972916210596 704.7205896660855 1420.3584458941089 1036.6919199069505,1166.202392578125 928.9161376953125 1288.2867431640625 966.2907104492188,0.5421503782272339,EFIO@ZT,0.4212639990795365
130,339,1039.123572787537 705.9504814523239 1419.0953707413546 1037.5643272822044,1166.1143798828125 928.87451171875 1288.4136962890625 966.3079223632812,0.5428928732872009,EFIO@ZT,0.4212639990795365
131,339,1039.9626447827031 707.1443744475389 1420.8105255251562 1038.9422211061005,1165.434814453125 928.949462890625 1292.4271240234375 968.9337768554688,0.5122188925743103,EFIO0ZT,0.5393795773351217
132,339,1040.1321096249026 707.5097591314515 1421.5847804055202 1039.4513814629631,1165.3828125 928.9427490234375 1292.37890625 968.9354858398438,0.5127750635147095,EFIO0ZT,0.5393795773351217
133,339,1040.8741849628968 708.4058723348289 1421.8836601656767 1040.9263103552832,1166.5389404296875 933.986572265625 1287.3768310546875 974.3037109375,0.49185577034950256,EFFO@Z,0.5127602519969929
134,339,1041.2537645670259 708.5781936900532 1421.9219373117535 1041.534389891793,1166.53466796875 933.9505615234375 1287.4129638671875 974.3384399414062,0.49240443110466003,EFLO@ZT,0.13371383744839338
135,339,1040.483126001097 712.0263570977629 1418.9989441149328 1045.0864854105073,1169.4437255859375 940.7001342773438 1293.623046875 978.0196533203125,0.47275328636169434,EFIDDZT,0.42499412757964644
136,339,1040.616800628184 713.2301927873089 1417.6133446417723 1046.3948787644554,1169.4395751953125 940.7020263671875 1293.6473388671875 978.016845703125,0.4731878936290741,EFIDDZT,0.42499412757964644
137,339,1041.1793207848687 715.2902449837187 1417.7696176564987 1048.5325456045239,1169.7471923828125 941.1826171875 1294.927490234375 982.9308471679688,0.4669603407382965,EFIODZ,0.3606583483718545
138,339,1041.5072013873485 715.9479013487822 1417.8424090290725 1049.3102746850068,1169.783203125 941.2025756835938 1294.9737548828125 982.8966674804688,0.46719491481781006,EFIODZ,0.3606583483718545
139,339,1044.1893418949637 719.2711568200444 1423.8749233863703 1052.645902760612,1168.3446044921875 945.7425537109375 1291.1910400390625 983.7887573242188,0.4902959167957306,EFIO@ZT,0.2878420055401957
140,339,1044.4777826406303 720.4728581039549 1426.2855822687043 1053.853110836124,1168.28515625 945.7367553710938 1291.135009765625 983.7932739257812,0.49049854278564453,EFVODZT,0.3177461455231918
141,339,1043.4200360636792 724.0614556596996 1426.4558234630986 1057.6053347365887,1170.524169921875 949.6327514648438 1298.92578125 987.0136108398438,0.5002936124801636,EFLO@ZT,0.22675642369935395
142,339,1042.8204014146727 725.3281508829646 1426.891354397881 1059.029801904134,1170.534423828125 949.611328125 1298.947265625 987.0262451171875,0.5003567934036255,EFLO@ZT,0.21076612855783985
143,339,1043.5382959951603 726.9159215110088 1431.2068434331422 1060.743815359991,1175.603515625 953.153076171875 1298.6300048828125 993.4718017578125,0.4793054163455963,ERIO0Z,0.6442525368077456
144,339,1043.2169626604427 727.4233738888518 1433.438268235338 1061.314038914315,1175.6512451171875 953.1854248046875 1298.64306640625 993.459716796875,0.4786733090877533,EFIO02,0.2219340797999945
145,339,1042.4725713824637 729.8859500912713 1436.2667634045297 1063.9721578851886,1168.780517578125 954.510498046875 1300.19873046875 995.9140014648438,0.4099133610725403,EFID@ZT,0.22369843488778143
146,339,1041.669594003821 730.7411373783225 1437.9492854031848 1064.9495149617107,1168.748779296875 954.5357666015625 1300.15185546875 995.91015625,0.40960219502449036,EFID@ZT,0.22369843488778143
147,339,1040.2593106241677 733.4482627031488 1438.0820456580052 1069.0020837209968,1176.2152099609375 961.5569458007812 1302.250732421875 999.5238647460938,0.38532280921936035,EFIQ02,0.46959817873578136
148,339,1039.2480282293764 734.1527318204184 1438.5931879515015 1070.6609409207683,1176.249755859375 961.5971069335938 1302.4715576171875 999.5275268554688,0.3855978846549988,EFIQ027,0.2503423710976519
149,339,1035.3250885205455 734.8471720246191 1437.5730284834947 1072.7282754879152,1181.4290771484375 963.0247192382812 1297.852294921875 1003.8348388671875,0.47274935245513916,EFLO@ZT,0.5359579884857107
150,339,1033.3712322870597 734.8312571424179 1437.7377621888168 1073.7056287389578,1181.608154296875 963.0324096679688 1297.8828125 1003.8409423828125,0.4714069366455078,EFLO@ZT,0.5359579884857107
151,339,1034.7727963368125 737.4707537277902 1439.8836356420766 1076.4676650106087,1175.875244140625 967.84326171875 1299.44970703125 1005.669677734375,0.4921211302280426,EFID@Z,0.5011280113172062
152,339,1035.5139465747352 738.4130061672789 1440.9776805787328 1077.5097328749707,1176.134765625 967.7726440429688 1299.4891357421875 1005.672119140625,0.4893138110637665,EFLO@ZT,0.3786943413344027
153,339,1031.9288907503176 741.7592793124908 1440.0533693387085 1080.6459352761256,1175.2381591796875 970.5440673828125 1300.77685546875 1012.62548828125,0.4690439999103546,EFIQ@Z,0.20908661314342286
154,339,1030.2830746593727 743.0507969482235 1440.2717559813132 1081.7746814788295,1175.13037109375 970.5025024414062 1300.7598876953125 1012.66015625,0.46800532937049866,EFIQ@Z,0.20908661314342286
155,339,1029.2667213575214 744.787863613162 1441.671372609017 1083.131392398319,1177.5362548828125 974.2012329101562 1304.634765625 1012.6700439453125,0.48591628670692444,EFIODZ,0.38242957093928315
156,339,1028.4861642520582 745.4665594229248 1442.5847478501018 1083.5318290913508,1177.3583984375 974.2105712890625 1304.5819091796875 1012.6510620117188,0.48595085740089417,EFIODZ,0.38242957093928315
157,339,1030.8746708601689 748.9763157695043 1446.68073097346 1087.610244127193,1177.7093505859375 979.911376953125 1300.7347412109375 1018.8429565429688,0.4655172526836395,EFIO02,0.3314597211635887
158,339,1031.4647436209793 750.1630224462609 1448.5388887929203 1089.206079744041,1177.70263671875 979.9179077148438 1300.7386474609375 1018.812744140625,0.4638194143772125,EFIO02,0.27947490362681715
159,339,1031.917905299187 752.1382579000459 1450.4092363093207 1092.1120626186778,1178.2899169921875 983.4773559570312 1302.578369140625 1024.0955810546875,0.49953675270080566,EFIDDZ,0.2838793124093478
160,339,1031.935099069051 752.6858906722617 1451.5092197126378 1093.3239429464852,1178.280517578125 983.5093383789062 1302.5257568359375 1024.142578125,0.4995596706867218,EFIDDZ,0.35959837954020213
161,339,1032.8810344211722 753.6798718894385 1452.7054618507088 1095.489992823014,1179.2342529296875 986.737548828125 1305.5435791015625 1023.2244262695312,0.4943925142288208,EFI0@ZT,0.13128996759042139
162,339,1033.2355950658161 753.7881746331971 1453.3065202874263 1096.4743218489928,1179.277587890625 986.757080078125 1305.4456787109375 1023.2308349609375,0.4938496947288513,EFI0@ZT,0.13128996759042139
163,339,1034.8419726127083 755.4380540324726 1453.6489494035966 1099.9020911428813,1178.2452392578125 990.416748046875 1307.4029541015625 1026.813720703125,0.5118476748466492,EFIO@ZT,0.3492592149538514
164,339,1035.7237991052357 755.7103240887865 1453.5448547280766 1101.4420849068406,1178.2958984375 990.4141845703125 1307.355224609375 1026.7811279296875,0.5120744109153748,EFIO@ZT,0.3492592149538514
165,339,1034.917145561898 756.9379891051431 1452.6194570280845 1104.1195043230077,1183.1490478515625 993.9720458984375 1307.611083984375 1034.1595458984375,0.49806714057922363,EFIO@ZT,0.4193776044432181
166,339,1034.4152903774375 757.0758288161073 1452.0355786485793 1105.346317224399,1183.1295166015625 993.9613037109375 1307.599609375 1034.1461181640625,0.49826356768608093,EFIO@ZT,0.3317827285569261
167,339,1032.2380237387827 758.3299079895621 1450.2218442921055 1107.9956921998737,1178.537109375 994.501220703125 1305.71337890625 1036.791259765625,0.4843553304672241,EFIO@Z,0.6235883948414752
168,339,1031.2854430407074 758.4612341609068 1449.5473730065564 1109.08614489849,1178.54248046875 994.4992065429688 1305.784423828125 1036.7752685546875,0.4841845631599426,EFIO@ZT,0.26878656418987296
