fr_number,v_id,v_bbox,lp_bbox,lp_bbox_score,lp,lp_score
560,340,1011.7587484120127 724.8925501130298 1400.3751151565134 1058.1751249451154,1153.443603515625 945.2716064453125 1266.669921875 983.14794921875,0.38795068860054016,GJO6EPD,0.21829934538870857
561,340,1012.8342426520782 727.7448602444234 1401.2166222962821 1060.9823018022207,1153.5633544921875 952.5452880859375 1277.669921875 992.915283203125,0.3019466698169708,GJO6EPO,0.19236707913773138
562,340,1013.2417080946118 728.7831549162564 1401.5403734300419 1061.9950824060513,1153.50146484375 952.5382690429688 1277.7030029296875 992.8829345703125,0.301944762468338,GJO6EPO,0.23036113142416947
563,340,1013.739754046928 730.3760188489666 1402.4674094353793 1064.3242189672358,1147.2490234375 954.4761352539062 1276.3104248046875 990.6792602539062,0.4198993742465973,6J06EPD,0.3373664895741885
564,340,1013.8333626356645 730.8020355974091 1402.931104612485 1065.2816736437655,1147.1990966796875 954.4740600585938 1276.3154296875 990.674072265625,0.4195825457572937,6J06EPD,0.3373664895741885
565,340,1012.7632304724464 733.083782461953 1403.4706407148803 1068.9107670306428,1149.3746337890625 959.74462890625 1273.958740234375 995.6615600585938,0.4424196779727936,GJO6EPO,0.18766606850395054
566,340,1012.2094476223979 733.6634200820407 1404.2288141513181 1070.4608748225587,1149.314208984375 959.7318115234375 1273.9569091796875 995.6565551757812,0.442293256521225,GJO6EPO,0.18280636443803086
567,340,1011.4647476695 734.3813652027084 1406.5853160956922 1073.274734917208,1153.257080078125 959.90185546875 1275.2532958984375 1002.0394897460938,0.4626627266407013,GJO6EPO,0.3961801648947629
568,340,1010.6440254663236 734.2378105590763 1408.0378381518035 1074.6236527420795,1153.234375 959.8978271484375 1275.1917724609375 1002.0346069335938,0.4632530212402344,GJO6EPO,0.3954762647701784
569,340,1009.6942402114314 735.283762108683 1409.4872734803957 1076.6102946347926,1148.873779296875 963.3253173828125 1269.8011474609375 1001.7781372070312,0.36827701330184937,GJOGEPD,0.446724038813499
570,340,1008.9267546115622 735.4512029690784 1410.4883845057466 1077.494561603073,1148.8475341796875 963.3258056640625 1269.9910888671875 1001.8130493164062,0.3672483265399933,GJOGEPD,0.446724038813499
571,340,1009.3587265460657 737.1143882237976 1413.2999068376835 1079.7886353009558,1154.6824951171875 971.170166015625 1264.0595703125 1006.292236328125,0.3429605960845947,'GJQBEFL,0.2220240021957565
572,340,1008.9901198888169 737.6353162864219 1414.5495149147541 1080.7461034617734,1154.526123046875 971.1498413085938 1265.634765625 1006.456787109375,0.3395734131336212,GIQGEPO,0.16237530014000648
573,340,1008.2336262898443 740.6908950149952 1414.365341809595 1083.9827265736812,1152.634521484375 974.89599609375 1280.707275390625 1011.7841796875,0.3759762644767761,6JO6EPD,0.19214065454723947
574,340,1007.7941361663829 741.7871699873552 1414.4682413895448 1085.1956125792165,1152.6934814453125 974.9213256835938 1280.6658935546875 1011.7891845703125,0.37613001465797424,6JO6EPD,0.23265422310750483
575,340,1007.9386120627295 743.7136836898353 1414.8367672177967 1087.2333918817874,1151.5616455078125 978.02587890625 1282.9998779296875 1016.8407592773438,0.3155776560306549,GJOBEFQ,0.3858267009748635
576,340,1007.9184455316671 744.3829345278348 1414.9820913816052 1087.9712989384927,1151.5650634765625 978.0361938476562 1282.9649658203125 1016.8435668945312,0.3150910437107086,GJOBEFQ,0.3858267009748635
577,340,1007.6070951833078 747.6703818052641 1414.8799498214723 1091.333709078094,1148.1416015625 979.7355346679688 1274.263916015625 1019.7955932617188,0.3818134069442749,GJO6EPD,0.4266620341748097
578,340,1007.3665917485054 748.8574890880958 1414.717943331777 1092.554549720816,1148.177734375 979.7153930664062 1274.2789306640625 1019.8273315429688,0.38233035802841187,GJO6EPD,0.41534038118548844
579,340,1007.3157993755369 752.2122914070288 1414.5255187573187 1096.7094051569536,1155.3319091796875 982.5740966796875 1266.3514404296875 1018.69091796875,0.3620026111602783,1GJO6EPI,0.2809593111758458
580,340,1007.2519541569254 753.2973454695696 1414.3081791060558 1098.3548811703845,1155.38720703125 982.5446166992188 1266.7000732421875 1018.7916870117188,0.3635350167751312,GJO6EPL,0.2869775756737425
581,340,1007.3789914899713 754.3503524198541 1414.6925185960163 1100.0313339695933,1163.9915771484375 985.4046630859375 1277.1019287109375 1025.7890625,0.38886529207229614,GJBEPD,0.6169420187880675
582,340,1007.2863964357628 754.6059539854798 1414.7149184374664 1100.7415507986454,1164.037841796875 985.4594116210938 1277.1591796875 1025.8482666015625,0.3870921730995178,JO6EPD,0.3068835769830317
583,340,1008.9383227698701 756.9312409189245 1417.8831548071785 1103.946410186828,1157.3555908203125 990.833251953125 1278.8028564453125 1033.0115966796875,0.41058364510536194,6JOSEPD,0.39945025319940203
584,340,1009.4043105764106 757.6015215303598 1419.45651634007 1105.2372195543803,1157.237060546875 990.823486328125 1278.9027099609375 1033.0704345703125,0.4097209870815277,6JOSEPD,0.4030406195937028
585,340,1009.8405294000715 761.6215387256317 1420.1260533118486 1110.2901906795387,1153.1776123046875 992.7800903320312 1281.98046875 1038.2452392578125,0.4700722098350525,6JO6EPO,0.1947836259182606
586,340,1010.0172178977234 762.9634879384232 1420.5857865807504 1112.3713311359181,1153.1904296875 992.7997436523438 1281.948486328125 1038.2493896484375,0.4699232876300812,6JO6EPO,0.1947836259182606
587,340,1010.366131016054 764.7835643055482 1420.8145139299659 1114.2141480292294,1155.96630859375 996.3592529296875 1281.5184326171875 1038.8416748046875,0.49733686447143555,CJOBE,0.5061946041523847
588,340,1010.5510800257932 765.3956506341872 1421.030645964003 1114.8134249988098,1155.930419921875 996.3461303710938 1281.553955078125 1038.8472900390625,0.49833619594573975,GJO6EPD,0.3213397465387648
589,340,1010.1393176334838 768.8884168954028 1420.9753412050975 1117.4516764706293,1161.0836181640625 1000.6392211914062 1283.8330078125 1042.2601318359375,0.4764873683452606,6J06EPDI,0.21022470700548618
590,340,1009.862482694393 770.3225558421834 1420.9706761429777 1118.2844159211002,1161.057373046875 1000.631103515625 1283.8345947265625 1042.270751953125,0.47690272331237793,6J06EPD,0.19457482320074995
591,340,1011.1119806123189 772.5380870978245 1423.1196426383128 1120.491534727659,1160.910400390625 1005.5817260742188 1282.9354248046875 1045.6351318359375,0.4885202646255493,GJO6EPO,0.2916638061692188
592,340,1011.3759432573173 773.3420909463998 1423.9523161543457 1121.2924451338615,1160.9969482421875 1005.5751342773438 1282.8682861328125 1045.5859375,0.4864732623100281,06JOGEPQ,0.16350838184141148
593,340,1011.386066303484 775.5389066527201 1424.4691631325059 1123.6099530997658,1158.037841796875 1010.2167358398438 1265.1103515625 1045.8902587890625,0.2786772847175598,3GJ06EP,0.15966452811539758
594,340,1011.2530089901336 776.3325945191357 1424.770536387469 1124.52835349876,1158.187744140625 1010.2006225585938 1265.0986328125 1045.87255859375,0.2769079804420471,1GJOSEF,0.26369227902759634
595,340,1012.4916801934826 781.0061968625237 1427.1550549051738 1129.3745476664367,1158.7559814453125 1015.8500366210938 1272.3834228515625 1052.7283935546875,0.3670980930328369,GJO6EPE,0.365738566180392
596,340,1012.7612064179442 782.6617998156973 1428.3415162903184 1131.126183121535,1158.73046875 1015.8870849609375 1272.4415283203125 1052.8385009765625,0.36512988805770874,2GJO6EPE,0.2230432609053462
597,340,1012.9096117102974 787.0016451046727 1428.0121854126548 1135.3402721313487,1152.78369140625 1020.8048706054688 1277.0225830078125 1057.321044921875,0.39503002166748047,LGJOSEPL,0.26353333833822623
598,340,1012.9843780660894 788.6618720773266 1427.778958696484 1136.866487254651,1152.7469482421875 1020.7560424804688 1277.2906494140625 1057.342041015625,0.3968485891819,6J06EPD,0.5228616003235823
599,340,1012.8828487204445 790.5312729326857 1428.9004369743832 1139.3069624010907,1160.2005615234375 1020.48388671875 1282.90087890625 1062.222412109375,0.3256344497203827,GJOBEED,0.3671383722614294
600,340,1012.8040021323269 791.0823937180812 1430.0969407552473 1140.2955777918828,1161.5179443359375 1020.4574584960938 1283.3427734375 1062.5604248046875,0.32603803277015686,4GJOGEPD,0.3735896024616469
601,340,1013.1937018518431 793.6389064477968 1432.7777747101816 1143.3167046385202,1161.67919921875 1024.6546630859375 1284.888427734375 1066.9656982421875,0.46436330676078796,GJOGEPO,0.8506181886648523
602,340,1012.9345235896894 794.4658948529841 1434.1933308967937 1144.4771720066499,1161.7164306640625 1024.6490478515625 1284.866455078125 1066.9501953125,0.464148610830307,GJOGEPO,0.8506181886648523
603,340,1013.1802833756432 798.71659700882 1435.7846829555442 1149.4347817223975,1161.992919921875 1031.9810791015625 1288.020751953125 1076.262451171875,0.2540103495121002,GJO6EPD,0.34559897966767905
604,340,1013.0173985839035 800.1448370076905 1436.5800032266527 1151.3596642491289,1161.9736328125 1031.98291015625 1288.1409912109375 1076.2547607421875,0.2516920566558838,GJO6EPD,0.28565425322363724
605,340,1013.6461349486883 801.9191914746424 1438.48457906299 1153.5993827013876,1161.822021484375 1035.273681640625 1290.114990234375 1076.3599853515625,0.42050614953041077,6JOGEPD,0.4551934174648467
606,340,1013.6692821481873 802.4975993459049 1439.4095832220419 1154.5975616201094,1161.631591796875 1035.2843017578125 1290.0838623046875 1076.429931640625,0.41931918263435364,6JOGEPD,0.4208066439291352
607,340,1014.8284861735043 804.8899058820264 1442.2176563690523 1157.5766028552796,1159.1405029296875 1041.190185546875 1281.4476318359375 1079.33740234375,0.42982688546180725,GJO6EPD,0.1873202942859385
608,340,1014.9652582655636 805.6243484779607 1443.5195207243778 1158.70061543384,1159.142578125 1041.1832275390625 1281.3775634765625 1079.3428955078125,0.4303969144821167,GJO6EPD,0.2110902483839913
609,340,1013.354783162393 806.8599026238796 1440.0668283651864 1161.3983815662623,1164.4573974609375 1044.14892578125 1290.2039794921875 1083.4637451171875,0.4176878035068512,GJO6EPW,0.2048303222644664
610,340,1013.0046235365487 807.0212418511345 1438.2892780269829 1162.628291469191,1164.442138671875 1044.13818359375 1290.1663818359375 1083.4603271484375,0.41709768772125244,GJQ6EPD,0.6540745055421996
611,340,1009.7986263796524 807.5171561380812 1436.0552474883762 1162.8044266010338,1164.031494140625 1044.23583984375 1290.3585205078125 1087.6300048828125,0.472156286239624,6JO6EPD,0.349624306049918
612,340,1008.4088612289108 807.7093228659983 1435.4125695212872 1162.7811260447693,1163.9576416015625 1044.249755859375 1290.4315185546875 1087.6220703125,0.4721928536891937,6J06EPD,0.2751066743208092
613,340,1008.047998737554 811.057531814808 1435.384281517652 1166.5132830170162,1162.399658203125 1047.177490234375 1294.6796875 1098.18505859375,0.3901170492172241,6J06EPDC,0.3707191217197689
614,340,1007.8567638394734 812.1955420866525 1435.4478961342184 1167.8983665331118,1162.509033203125 1047.15087890625 1294.637939453125 1098.197265625,0.3937298357486725,6J06EPDC,0.31951749220969056
615,340,1008.099048288657 813.03192050387 1437.3670511270122 1170.4013382005078,1165.0914306640625 1053.78515625 1294.2279052734375 1101.55859375,0.5105112791061401,GJO6EPD,0.43617083069829843
616,340,1007.8771255147948 813.0046598461519 1438.361142840358 1171.586278176806,1164.9951171875 1053.74951171875 1294.238525390625 1101.5521240234375,0.5112045407295227,6JOGERD,0.2528245949684011
617,340,1006.7432005410219 817.2363836247762 1437.3850254223971 1175.9023213332844,1162.759765625 1056.4794921875 1295.05517578125 1103.003173828125,0.46604692935943604,6JOSERD,0.2352332568784387
618,340,1007.068430777365 815.9037002046712 1437.9884373024288 1176.115808440229,1162.7529296875 1056.4661865234375 1294.9747314453125 1103.027587890625,0.4653993248939514,6JO6EPD,0.18966497297911875
619,340,1007.6794320044505 817.287706253843 1439.1966888722604 1179.4854006715443,1171.01123046875 1063.98486328125 1296.10546875 1104.471435546875,0.4626641571521759,0JOSEED,0.36096714819121106
620,340,1007.8385358455421 817.4024963641357 1439.7851785677326 1181.0517826824616,1171.273193359375 1064.0084228515625 1296.093017578125 1104.451904296875,0.46351611614227295,GJOGEPD,0.17556797609029434
621,340,1007.1109596244162 822.9986029222215 1439.531881160947 1185.720028442809,1165.7384033203125 1069.5299072265625 1292.52587890625 1108.284423828125,0.45757079124450684,GJOSEPD,0.49431802828329086
622,340,1006.8193607942517 825.2044108995203 1439.6524506348856 1187.2042393781662,1165.759521484375 1069.5220947265625 1292.5513916015625 1108.29296875,0.4578055739402771,GJOSEPD,0.30937071732574994
623,340,1007.1185979307281 826.9136742364286 1440.5883696669769 1189.6714256445393,1163.751708984375 1069.555908203125 1296.1470947265625 1113.2847900390625,0.40315762162208557,6JOGEPD,0.53508223492056
624,340,1007.1258787924157 827.3608532543662 1441.0604024300692 1190.660972284667,1163.7354736328125 1069.563720703125 1296.150146484375 1113.2913818359375,0.4027274549007416,6JOGEPD,0.53508223492056
625,340,1005.8394240898224 830.433927989003 1438.4066181032208 1193.6459723415564,1164.6798095703125 1074.8302001953125 1297.17333984375 1121.4228515625,0.5302574038505554,GJOLEPD,0.4877716680994114
626,340,1005.6299253840427 831.5718242970082 1437.2488604661892 1194.718939023663,1164.700927734375 1074.8035888671875 1297.1644287109375 1121.4132080078125,0.530937910079956,GJOGEPD,0.3318961879119517
627,340,1006.3806807956685 834.1274883598257 1437.2783895853004 1196.2691965728907,1167.3795166015625 1079.4873046875 1299.23974609375 1125.7608642578125,0.4587366580963135,JQ6EPD,0.40598361237635167
628,340,1006.8213225678741 835.2295891680872 1437.2115580453453 1196.6241291377514,1167.330322265625 1079.5255126953125 1299.2342529296875 1125.7587890625,0.45991674065589905,6JQ6EPM,0.46056729285519277
629,340,1007.51477434504 836.6435505474277 1437.6133306777745 1197.3929486753707,1168.111328125 1084.075927734375 1297.2730712890625 1126.766357421875,0.45994019508361816,GJQ6EPD,0.5261497768493151
630,340,1007.738052256625 837.2489221634191 1437.4914109187662 1197.4909202631409,1167.9625244140625 1084.083251953125 1297.284912109375 1126.771728515625,0.45950281620025635,6JQ6EPQ,0.36901051887890557
631,340,1009.1876620616069 840.0474329282711 1439.8863704891548 1199.088397936258,1164.9271240234375 1090.494873046875 1301.0712890625 1132.322265625,0.3438749611377716,GJOGEPD,0.3212665863278381
632,340,1009.6122268857458 841.1843231332189 1441.102290507628 1199.3102351954742,1164.8851318359375 1090.53564453125 1301.1636962890625 1132.251708984375,0.3346538841724396,GJOGEPDL,0.39266190991734634
633,340,1009.039972940855 844.7380067767413 1441.3834570225113 1200.1268812804867,1167.4195556640625 1098.5458984375 1301.059326171875 1137.3079833984375,0.31368938088417053,GJOBEPD,0.697355495236476
634,340,1008.7248208707553 846.5368945714878 1441.7396700745344 1199.9592849927049,1167.44287109375 1098.5284423828125 1300.901123046875 1137.2919921875,0.31352299451828003,GJOBEPD,0.7060931915796318
635,340,1008.7977723321646 848.5917810494698 1442.9745275905193 1200.0135124381031,1162.0601806640625 1099.120361328125 1305.9287109375 1140.4161376953125,0.43560791015625,6JO6EPD,0.3028322814622673
636,340,1008.6831355514274 849.685680124335 1443.6781198167205 1199.6870456398685,1162.2205810546875 1099.1231689453125 1305.9237060546875 1140.4056396484375,0.4352143108844757,6JO6EPD,0.27008822463817217
637,340,1009.877792353445 851.2736039472533 1445.1877321827137 1199.443609399584,1171.7008056640625 1102.423828125 1306.382568359375 1145.7755126953125,0.37686920166015625,6JOGEPD,0.36400540073376236
638,340,1010.2341435617759 852.1743863226656 1445.6930716534903 1199.0406933397871,1171.695068359375 1102.434326171875 1306.3460693359375 1145.774169921875,0.3760114014148712,6JOGEPD,0.38692524857274746
639,340,1010.8109076989577 854.0735613441589 1446.0681740583666 1199.367682280285,1174.85107421875 1109.8275146484375 1306.905517578125 1148.2838134765625,0.44076964259147644,6J0EEPD,0.23366495695163797
640,340,1011.0285688318628 855.0227058875761 1446.1119372022247 1199.1499711983301,1174.8348388671875 1109.8603515625 1306.7305908203125 1148.3338623046875,0.4387533664703369,6J06EPD,0.300431841957069
641,340,1011.8256629701067 856.3969923425027 1447.8131174900536 1199.2482190235585,1172.7794189453125 1109.842041015625 1304.4036865234375 1157.2515869140625,0.40573176741600037,6JO6EPD,0.6333680126176832
642,340,1012.0596579031723 857.104455304407 1448.7932271924105 1199.0411588177794,1172.684814453125 1109.81396484375 1304.433837890625 1157.2073974609375,0.40476128458976746,6JO6EPD,0.6333680126176832
643,340,1010.4078692362673 861.2414013553732 1447.8790322407299 1200.4892045227054,1166.63623046875 1118.1864013671875 1303.3143310546875 1160.380615234375,0.3955775797367096,6J06EPD,0.373940014579135
644,340,1009.692485372932 863.2089643150211 1447.7317314485013 1200.5267937461736,1166.688232421875 1118.19287109375 1303.3529052734375 1160.38232421875,0.3952280879020691,6JO6EPD,0.4932571477980629
645,340,1011.1947225521135 866.8491905673707 1451.858511643543 1201.1916681856585,1168.4530029296875 1120.436767578125 1311.7774658203125 1164.791015625,0.3354760408401489,6J06EPD,0.7045483999877459
646,340,1011.2757154105714 868.6707811934041 1453.8215985468603 1200.8929733903794,1168.6112060546875 1120.454833984375 1311.8350830078125 1164.7928466796875,0.3349430561065674,GJ06EPD,0.4648059184181458
647,340,1011.2746189952005 871.2032780800334 1455.2215357462358 1201.5849308590716,1171.841796875 1124.059326171875 1312.0087890625 1166.0653076171875,0.3815773129463196,GJOSEPD,0.21218216023699205
648,340,1011.0130198058949 872.4775786965308 1455.9418307278604 1201.5357341994775,1171.84375 1124.0426025390625 1312.03466796875 1166.02978515625,0.38077986240386963,6JO6EPQ,0.1785103394434034
649,340,1011.381317844321 874.9197965565844 1457.39696785413 1202.0913607810805,1172.0511125837054 1127.235386439732 1311.136439732143 1169.3308977399554,0,0,0
650,340,1011.7496158827471 877.3620144166379 1458.8521049803996 1202.6469873626836,1172.2584751674108 1130.4281703404017 1310.2382114955358 1172.6320103236608,0,0,0
651,340,1012.1179139211731 879.8042322766914 1460.3072421066693 1203.2026139442867,1172.4658377511162 1133.6209542410713 1309.3399832589287 1175.9331229073662,0,0,0
652,340,1012.4862119595991 882.2464501367449 1461.762379232939 1203.7582405258897,1172.6732003348213 1136.8137381417412 1308.4417550223213 1179.2342354910713,0,0,0
653,340,1012.8545099980252 884.6886679967985 1463.2175163592087 1204.3138671074928,1172.8805629185267 1140.0065220424108 1307.5435267857142 1182.5353480747767,0,0,0
654,340,1013.2228080364513 887.1308858568519 1464.6726534854783 1204.8694936890959,1173.087925502232 1143.1993059430804 1306.645298549107 1185.836460658482,0,0,0
655,340,1013.5911060748773 889.5731037169055 1466.127790611748 1205.425120270699,1173.2952880859375 1146.39208984375 1305.7470703125 1189.1375732421875,0.334877610206604,GJ06EPD,0.5571113440474457
656,340,1013.2899332467009 890.5249560387256 1466.8503391148843 1205.3760655475203,1173.315185546875 1146.41015625 1305.5045166015625 1189.1199951171875,0.3333546221256256,GJ06EPD,0.5571113440474457
657,340,1012.548007256273 891.9945940631956 1466.3050782068133 1206.2456435472075,1173.9296875 1149.421728515625 1307.0576171875 1192.89599609375,0,0,0
658,340,1011.8060812658451 893.4642320876657 1465.7598172987423 1207.1152215468949,1174.544189453125 1152.43330078125 1308.6107177734375 1196.6719970703125,0,0,0
659,340,1011.0641552754172 894.9338701121357 1465.2145563906715 1207.984799546582,1175.15869140625 1155.444873046875 1310.163818359375 1200.447998046875,0,0,0
660,340,1010.3222292849894 896.4035081366058 1464.6692954826005 1208.8543775462695,1175.773193359375 1158.4564453125 1311.7169189453125 1204.2239990234375,0,0,0
661,340,1009.5803032945614 897.8731461610757 1464.1240345745296 1209.7239555459566,1176.3876953125 1161.468017578125 1313.27001953125 1208.0,0.3028150200843811,GJ06EPD,0.42113107435848796
662,340,1008.8874588474788 898.8461193268158 1462.9865841097649 1209.4972671820628,1176.3729248046875 1161.5185546875 1313.2587890625 1208.0,0.3011241555213928,GJ06EPD,0.3416588166905218
403,341,269.2671153548963 509.7968851946269 589.2728900169609 780.1792837314426,383.6197814941406 685.0810546875 473.98663330078125 721.6983642578125,0.4062211811542511,LWEC,0.4826291501522064
404,341,269.19043951876154 508.89163118629847 588.2911865521675 780.3900023173527,383.5537414550781 685.0296630859375 473.9747619628906 721.7003173828125,0.4076407849788666,LEC,0.3074537488502238
405,341,269.4495312666918 510.9361630640698 587.6800466630084 782.5137688263025,380.72161865234375 687.7734985351562 462.9471435546875 721.1007080078125,0.31268659234046936,UI,0.9193373444885784
406,341,269.7618404948713 511.63655765562976 587.3365229538596 783.2811421850911,380.75897216796875 687.7752685546875 462.91290283203125 721.1156005859375,0.31322628259658813,UI,0.9193373444885784
407,341,269.7685039592119 511.7610872466015 587.0481167863176 783.9787828724858,382.107177734375 693.5352172851562 465.15509033203125 728.5243530273438,0.2640329897403717,I,0.4550419831912542
408,341,269.81615401433373 511.67772234993265 586.8674640881216 784.3108519742676,382.15032958984375 693.5520629882812 465.1355285644531 728.5299072265625,0.2640790641307831,I,0.4550419831912542
409,341,269.33233575279024 514.607534977375 587.8531353425296 787.3889662736904,380.8974914550781 694.3009643554688 473.60638427734375 731.5432739257812,0.39096370339393616,WS,0.06946242515421448
410,341,268.9847707074937 515.6466427948912 588.4917651966167 788.5510185090122,380.8272705078125 694.226318359375 473.6093444824219 731.5741577148438,0.39367440342903137,WSIC,0.12391751259565353
411,341,267.3708683626145 516.4579518489585 588.4779657533317 790.2869390801992,381.92254638671875 693.7582397460938 465.2879333496094 731.9674072265625,0.452351838350296,IILZC,0.15545741515165643
412,341,266.64423249995144 516.5689390198171 589.0477971548637 791.092602577999,381.940673828125 693.7738037109375 465.3821716308594 731.9581298828125,0.45102575421333313,K,0.18847373292831904
413,341,265.59567119692406 516.8289759198921 588.9318297849046 791.8913133234227,384.0753479003906 696.1749877929688 463.7655944824219 733.1282348632812,0.42464402318000793,LILIZC_,0.26323729576879457
414,341,265.04041809069906 516.8051763289744 589.0136185657641 792.251937458834,384.0901184082031 696.17236328125 463.7684020996094 733.1259155273438,0.4245826303958893,LILIZC_,0.26323729576879457
415,341,264.3679345002983 517.3341034538886 589.1575260346972 792.5962126662722,383.5887145996094 698.6069946289062 463.166015625 736.0228881835938,0.41812393069267273,LMIZZC,0.46988015968167784
416,341,263.9302249400233 517.5473995168705 589.3173556498665 792.6751779069442,383.53021240234375 698.6063842773438 463.2492980957031 735.9923706054688,0.417376309633255,LMSZZC,0.2197375037475529
417,341,263.833985057886 518.4044073888036 591.1072674928627 793.3315198723816,373.4742126464844 699.7001342773438 460.1420593261719 734.6171875,0.4235120415687561,LWIZZC,0.19656230731904725
418,341,263.2994679014039 518.7312061945777 591.8496232416564 793.5024743031565,373.3858642578125 699.6978149414062 460.1221923828125 734.6243896484375,0.4226440191268921,LWIZZC,0.17871158904160936
419,341,262.6825346665302 519.1990736671214 592.0839506782083 793.8669827497367,373.7000427246094 699.1237182617188 461.7037048339844 736.2144775390625,0.4587348997592926,"I""5ZZC",0.12537546572349845
420,341,261.9786054926774 519.3823651258181 591.6036045448785 793.8686668273169,374.3248291015625 699.2841186523438 461.47845458984375 736.09814453125,0.45115602016448975,"I""5",0.40506292993600224
421,341,260.82335048478353 521.2333354167929 590.5733380722598 795.8741348123369,378.4639587402344 701.7863159179688 462.5375671386719 737.316162109375,0.5425710678100586,Z,0.7602059066313451
422,341,260.3150436455919 521.9005990516954 590.1840866422058 796.6709079366009,378.42742919921875 701.7842407226562 462.5374450683594 737.31201171875,0.5423237681388855,Z,0.7602059066313451
423,341,257.84395561600684 523.1833235998147 588.5188901544471 797.2502343255226,379.4058837890625 701.687255859375 460.8051452636719 737.7552490234375,0.4723470211029053,LHAZZC,0.1676731967280873
424,341,256.80869578889366 523.8150698810684 588.1478988942931 797.4093737910173,379.38116455078125 701.68505859375 460.7865905761719 737.7393188476562,0.47177815437316895,LHAZZC,0.1676731967280873
425,341,256.41278692687877 524.4736635346928 588.3048659805962 798.0001188061965,378.1877746582031 703.6236572265625 462.388427734375 738.0869750976562,0.4585111439228058,KSZZ5,0.17504787552930048
426,341,256.1617873937033 524.7577329008454 588.4962993363283 798.2663049106379,378.1498718261719 703.636962890625 462.3665771484375 738.109375,0.458589643239975,KSZZ5,0.17504787552930048
427,341,255.72538493939203 526.1520929739916 589.6548739311743 800.7357688539698,375.6440734863281 707.7260131835938 459.79718017578125 741.3634033203125,0.3627568781375885,LREZZ,0.190564089485892
428,341,255.32915714445465 526.4327345995968 590.3880342322152 801.7764620772722,375.5261535644531 707.7511596679688 459.7734069824219 741.3905029296875,0.3627930283546448,LWZZC,0.6042025271829552
429,341,254.05035960926614 527.7228659697208 589.3765506670412 804.441549589652,372.91436767578125 711.9373168945312 462.423583984375 748.9138793945312,0.32908275723457336,UZZC,0.22865413129329681
430,341,253.59812895412367 527.9738647945566 589.1162435132059 805.7139090884529,372.9834289550781 711.9119262695312 462.4603271484375 748.9174194335938,0.32916393876075745,UZIC,0.27790191769599915
431,341,253.49164013156476 528.7758553308644 589.1890652366502 807.5444607656319,370.86004638671875 716.309326171875 458.375244140625 748.6668701171875,0.33866170048713684,LLISZZC,0.23973344880810857
432,341,253.41583899576267 528.8566458621532 589.227237697993 808.3350934608039,370.8512878417969 716.2969970703125 458.3830871582031 748.6676025390625,0.3388649821281433,LLISZZC,0.24800162976590515
433,341,254.02687676401868 529.9619001724438 590.3586912152348 809.7191431511731,364.05902099609375 716.293212890625 455.0423278808594 749.8922729492188,0.4798714518547058,LLIZZC,0.2775758991536955
434,341,254.17550874851113 530.3107496595484 590.9021654342628 810.2434835236758,364.0016174316406 716.293701171875 455.0897216796875 749.8789672851562,0.4798963963985443,LLIZZC,0.287482302389819
435,341,253.31670705507543 532.3138063919392 588.9279761117887 812.9705314786714,367.4702453613281 717.3594360351562 460.4866027832031 754.4133911132812,0.5203418731689453,LWSZZC,0.3002023449608565
436,341,253.32243903083614 532.9352084511585 588.179370101826 814.1214375087326,367.468505859375 717.3630981445312 460.42999267578125 754.3864135742188,0.520908534526825,LWSZZC,0.3002023449608565
437,341,253.59035868604911 533.463478401495 588.6487328128096 815.1907428308132,360.2040100097656 718.0846557617188 461.01800537109375 753.3556518554688,0.49019819498062134,LMISZZC,0.4693865662266995
438,341,253.65220023696727 533.5225146238853 588.8811856845537 815.6566309604469,360.21875 718.0873413085938 461.03790283203125 753.3639526367188,0.49070191383361816,LMISZZC,0.4693865662266995
439,341,251.73962061349363 534.548263612225 588.5728892862355 816.4254480443645,360.8688049316406 717.899169921875 458.2034606933594 754.6085815429688,0.4929066002368927,"L""SZZC",0.7639090696779953
440,341,250.82265440287918 534.9425507381902 588.7971534819394 816.6315135987218,360.7662658691406 717.8860473632812 458.2088317871094 754.5996704101562,0.4918360412120819,"L""SZZC",0.760587767819042
441,341,250.39766569882764 535.5728977489539 589.8313238481361 817.6784107777412,363.3099670410156 719.662841796875 458.0273742675781 757.2496948242188,0.47775065898895264,LIZZC,0.822749723367836
442,341,249.9135463131747 535.707706695342 590.3706782243967 818.0874415551348,363.2522888183594 719.6581420898438 458.0912170410156 757.2559204101562,0.47885069251060486,LIZZC,0.822749723367836
443,341,248.92729926732696 535.6956192363879 590.4630940836585 818.0472003699105,359.0894775390625 721.7274169921875 452.5257873535156 758.06005859375,0.47624900937080383,LWIISZZC,0.45914318257577713
444,341,248.36203578320158 535.6548635102137 590.6841830487408 817.9370847439876,359.0541687011719 721.67626953125 452.66253662109375 758.0569458007812,0.4780972898006439,LWIISZZC,0.45914318257577713
445,341,245.23166118438274 537.133979407016 587.5196675319617 819.3878532352575,363.8499755859375 722.5690307617188 453.1563415527344 758.0828857421875,0.4919041097164154,LWSZZC,0.5292596885694969
446,341,244.02071650532105 537.7030322073592 586.2323421674569 819.9653678382624,363.8641357421875 722.5656127929688 453.17626953125 758.0714721679688,0.49170106649398804,LWSZZC,0.4387483568478948
447,341,242.17262893923527 539.3223196760947 583.5922187426295 822.0200097051087,354.1819763183594 728.6456909179688 445.88580322265625 763.2383422851562,0.40307214856147766,LISZZC,0.3694465600981872
