fr_number,id,lp_bbox,lp_bbox_score,lp,lp_score
144,6,253.33599853515625 1090.413330078125 363.714111328125 1127.30029296875,0.3320956528186798,KHO6KSU,0.4466500770452079
145,6,253.27926635742188 1090.4007568359375 363.7238464355469 1127.2962646484375,0.3327508866786957,KHO6KSU,0.4466500770452079
146,6,236.58538818359375 1093.3775634765625 369.00341796875 1130.3048095703125,0.43901652097702026,'KHO6KSU,0.09215712493888562
147,6,236.6370849609375 1093.413818359375 368.9814758300781 1130.2923583984375,0.4378952980041504,SKHO6KSU,0.20605289319011416
148,6,240.6990509033203 1099.6837158203125 367.0686340332031 1138.7545166015625,0.4400729835033417,KKO6KSUR,0.2598486274037554
149,6,240.67727661132812 1099.6376953125 367.1144714355469 1138.7376708984375,0.4407505989074707,KKO6KSUR,0.2536519441502154
150,6,236.14320373535156 1103.9912109375 363.9359436035156 1141.7130126953125,0.4438381791114807,XHO6KSU,0.7130083461906526
151,6,236.17420959472656 1103.9971923828125 363.92706298828125 1141.7213134765625,0.44389206171035767,XHO6KSU,0.7130083461906526
152,6,234.11404418945312 1107.4359130859375 360.3236999511719 1147.8238525390625,0.452658087015152,KHO6KSUF,0.10852394034842497
153,6,234.03012084960938 1107.417724609375 360.2589111328125 1147.8048095703125,0.4524555802345276,KHO6KSU=,0.08023943236460901
154,6,221.20010375976562 1111.4825439453125 360.02978515625 1149.82373046875,0.35651668906211853,KHO6RKSU,0.2951039181249004
155,6,221.28738403320312 1111.4986572265625 360.0361633300781 1149.8148193359375,0.3556952178478241,KHO6RKSU,0.2951039181249004
156,6,225.5121307373047 1113.5513916015625 356.96038818359375 1151.7528076171875,0.4278595745563507,KHO6RSU,0.3829532839581569
157,6,226.0226287841797 1113.443603515625 356.9473876953125 1151.550048828125,0.4297808110713959,XHO6KSU,0.24693778157743854
158,6,227.68128967285156 1117.8797200520833 356.3372395833333 1156.4227294921875,0,0,0
159,6,229.33995056152344 1122.3158365885417 355.7270914713542 1161.29541015625,0,0,0
160,6,230.9986114501953 1126.751953125 355.116943359375 1166.1680908203125,0.4246973991394043,XHOBKSU},0.1708522997628568
161,6,231.07501220703125 1126.7557373046875 355.1353454589844 1166.181640625,0.42460283637046814,KHOBKSU,0.27751664957185973
162,6,225.9079132080078 1127.93017578125 354.5029296875 1168.09814453125,0.4034717082977295,{KHO6KSU,0.17195316488667517
163,6,225.87803649902344 1127.92919921875 354.49993896484375 1168.1016845703125,0.4035603106021881,{KHO6KSU,0.17195316488667517
164,6,230.0276641845703 1130.96142578125 351.9963073730469 1176.689697265625,0.3123573064804077,KHO6KSU,0.06678631579973285
165,6,229.99790954589844 1130.9658203125 351.97900390625 1176.67236328125,0.31186240911483765,KHO6KSU,0.12478841607042512
166,6,231.90579223632812 1139.9853515625 341.39752197265625 1178.9730224609375,0.2527034878730774,KHOBKSU,0.39605142028986623
167,6,231.86685180664062 1139.9681396484375 341.3880615234375 1178.9927978515625,0.2559655010700226,KHOBKSU,0.39605142028986623
168,6,341.2908020019531 776.0795288085938 441.8671875 808.5155639648438,0.5063349008560181, ,0.0
169,6,341.2169189453125 776.0770263671875 441.848876953125 808.5189819335938,0.5069745779037476, ,0.0
170,6,1138.8238525390625 840.4761962890625 1242.2989501953125 878.7382202148438,0.47641822695732117,6JO6,0.31356579065322876
171,6,1138.834228515625 840.4655151367188 1242.357421875 878.7499389648438,0.4767014682292938,6JO6,0.31356579065322876
172,6,1135.442138671875 843.6150512695312 1249.6961669921875 880.7073364257812,0.5078960061073303,0JOBE0,0.11968286132343817
173,6,1135.4329833984375 843.615478515625 1249.6802978515625 880.6891479492188,0.5073159337043762,0JOBE0,0.11968286132343817
174,6,1137.142578125 844.3653564453125 1245.8636474609375 881.9342041015625,0.5168969631195068,JO6EED,0.3594881538665844
175,6,1137.0753173828125 844.3433227539062 1245.921630859375 881.9584350585938,0.5165645480155945,JO6EED,0.3594881538665844
176,6,1140.725341796875 848.6092529296875 1251.45703125 885.9761962890625,0.5039908289909363,0JO6EPD,0.5965922869693718
177,6,1140.728271484375 848.5785522460938 1251.47314453125 885.9381103515625,0.50452721118927,0JO6EPD,0.5965922869693718
178,6,1143.540283203125 854.3265380859375 1248.3031005859375 892.1769409179688,0.5532243251800537,JO6EPD,0.7100475786051668
179,6,1143.582763671875 854.330078125 1248.3321533203125 892.173583984375,0.5526552200317383,JO6EPD,0.7100475786051668
180,6,1138.131103515625 855.3787841796875 1249.616943359375 892.2303466796875,0.5528755187988281,JO6E20,0.4327597539519545
181,6,1138.116455078125 855.3764038085938 1249.62939453125 892.233642578125,0.5527787804603577,JO6E20,0.4327597539519545
182,6,330.8078308105469 793.8268432617188 430.8648376464844 830.1538696289062,0.511324942111969, ,0.0
183,6,330.8175964355469 793.8168334960938 430.93511962890625 830.1716918945312,0.5112578868865967, ,0.0
184,6,1144.08984375 862.6774291992188 1251.9044189453125 899.68603515625,0.49253493547439575,6JO6EPD,0.14497044965852596
185,6,1144.2442626953125 862.6754150390625 1251.9019775390625 899.6903076171875,0.4924887418746948,6JOGEPD,0.30139997265965657
99,8,1113.3668212890625 750.3758544921875 1215.173095703125 785.6493530273438,0.4407625198364258,JOGEPD,0.3678837597216723
100,8,1115.6756591796875 750.69384765625 1212.9033203125 791.3524169921875,0.5066419243812561,CJOBTD,0.06823027939608187
101,8,1115.6490478515625 750.6394653320312 1212.87158203125 791.376220703125,0.507266104221344,CJOBTD,0.06823027939608187
102,8,379.85858154296875 702.98193359375 466.0634765625 738.9708251953125,0.5303592681884766, ,0.0
103,8,379.8614807128906 702.9801635742188 466.1456604003906 738.97216796875,0.5296858549118042, ,0.0
104,8,1118.5482177734375 758.0599975585938 1220.657470703125 793.4102783203125,0.4809713661670685,JOGEPD,0.22822524454699347
105,8,1118.5640869140625 758.0324096679688 1220.61669921875 793.373291015625,0.48132428526878357,JOGEPD,0.22822524454699347
106,8,1118.5467529296875 759.59716796875 1220.718017578125 797.7947998046875,0.5065908432006836,JO6PO,0.2185080849193966
107,8,1118.5240478515625 759.5982666015625 1220.745361328125 797.7958374023438,0.5065265893936157,JO6PO,0.2185080849193966
108,8,1115.828857421875 761.519775390625 1218.7696533203125 798.4949340820312,0.5067244172096252,JO6EO,0.1895618199518417
109,8,1115.7877197265625 761.517822265625 1218.7728271484375 798.493896484375,0.5067055821418762,JO6EO,0.1895618199518417
110,8,1114.4964599609375 765.6644287109375 1218.719970703125 800.3435668945312,0.5245205163955688,JOGDD,0.15345938400581371
111,8,1114.4627685546875 765.6446533203125 1218.701416015625 800.3397827148438,0.5237895250320435,JOGDD,0.15345938400581371
112,8,368.3857421875 715.153076171875 458.69378662109375 749.4813842773438,0.4539858400821686, ,0.0
113,8,368.4729309082031 715.162353515625 458.71636962890625 749.5127563476562,0.45552927255630493, ,0.0
114,8,369.20513916015625 716.65185546875 460.2444152832031 749.4202270507812,0.4747757613658905, ,0.0
115,8,369.1973876953125 716.6536254882812 460.20916748046875 749.4315795898438,0.4755621552467346, ,0.0
116,8,363.39202880859375 717.6273193359375 456.7148132324219 750.5771484375,0.5328438878059387, ,0.0
117,8,363.3773498535156 717.6239013671875 456.64129638671875 750.547607421875,0.5320103168487549, ,0.0
118,8,1120.5609130859375 776.1666259765625 1225.9036865234375 810.7725830078125,0.5479528307914734,CJOG(FD,0.1029837961029526
119,8,1120.5869140625 776.171630859375 1225.9036865234375 810.76318359375,0.5480092167854309,CJOG(FD,0.1029837961029526
120,8,1120.5977783203125 775.6900634765625 1224.9649658203125 812.7213745117188,0.5017869472503662,6JO6EPD,0.4890546065515081
121,8,1120.5338134765625 775.6973266601562 1224.9478759765625 812.7008056640625,0.5018050670623779,6JO6EPD,0.4890546065515081
122,8,362.6446228027344 721.6334838867188 456.1363220214844 758.67529296875,0.5547941327095032, ,0.0
123,8,362.6525573730469 721.63330078125 456.2129821777344 758.6759643554688,0.5552290678024292, ,0.0
124,8,360.4951477050781 724.4745483398438 456.1573791503906 760.5663452148438,0.5447552800178528, ,0.0
125,8,1127.76025390625 779.7482299804688 1227.5142822265625 818.894287109375,0.5431880950927734,GJOGEPO,0.47580645508819813
126,8,361.0525817871094 727.7587890625 456.3158264160156 760.7193603515625,0.5148620009422302, ,0.0
127,8,361.0665588378906 727.7625122070312 456.303955078125 760.725341796875,0.5151500701904297, ,0.0
128,8,1124.275634765625 788.9036254882812 1230.73388671875 824.32470703125,0.5171746611595154,GJOBEPO,0.1334864621644199
129,8,1124.8924560546875 788.81787109375 1230.695068359375 824.2352294921875,0.5201221704483032,6JO6EPO,0.289571467863605
130,8,1122.1700439453125 788.9337768554688 1231.2362060546875 827.934326171875,0.4902101159095764,JO6EQ,0.13798326433613525
131,8,1122.2635498046875 788.8904418945312 1231.2322998046875 827.9395141601562,0.49343743920326233,JO6PQ,0.06743364736546871
132,8,359.5383605957031 732.8203125 449.1457214355469 770.79638671875,0.46279406547546387, ,0.0
133,8,359.4581298828125 732.7523803710938 449.0275573730469 770.7426147460938,0.4629546105861664, ,0.0
134,8,1125.6507568359375 792.6932983398438 1230.5054931640625 831.3226928710938,0.49564048647880554,JO6EPD,0.38469712868599615
135,8,1125.7027587890625 792.6802368164062 1230.4014892578125 831.3204345703125,0.49606212973594666,JO6EPD,0.38469712868599615
136,8,1130.4017333984375 796.4742431640625 1230.6849365234375 833.47802734375,0.4905835688114166,0JO6EPD,0.14064076167552814
137,8,354.4146423339844 737.6320190429688 448.3739013671875 775.70166015625,0.49031126499176025, ,0.0
138,8,1132.6900634765625 797.86279296875 1234.41748046875 834.8801879882812,0.468944787979126,GJOSEPD,0.677324760531628
139,8,359.8070068359375 740.7314453125 452.0668640136719 773.3216552734375,0.45120254158973694, ,0.0
140,8,1131.4158935546875 802.3788452148438 1237.3902587890625 840.546875,0.5221225023269653,GJO6EPD,0.5354976550593162
141,8,1131.4014892578125 802.3992919921875 1237.4136962890625 840.5436401367188,0.5222316980361938,GJO6EPD,0.5354976550593162
142,8,356.45770263671875 746.1209106445312 448.5610656738281 779.0239868164062,0.5265082716941833, ,0.0
143,8,356.4657897949219 746.1201171875 448.64080810546875 779.0450439453125,0.5272238254547119, ,0.0
144,8,352.82763671875 748.1854858398438 451.4167175292969 780.3218383789062,0.5193244218826294, ,0.0
145,8,352.8416748046875 748.1848754882812 451.39251708984375 780.3236083984375,0.5192594528198242, ,0.0
146,8,1125.869873046875 808.2114868164062 1235.3372802734375 849.22119140625,0.46861013770103455,JO6EP,0.2455872882757861
147,8,1125.9873046875 808.1681518554688 1235.3822021484375 849.2010498046875,0.46759888529777527,JO6EP,0.2455872882757861
148,8,346.9174499511719 752.446533203125 445.0976257324219 788.6986083984375,0.477210134267807,44Z,0.038286081517410385
149,8,346.9087829589844 752.4536743164062 445.11285400390625 788.6824340820312,0.4764816462993622,74Z,0.022680213426823054
150,8,349.9095764160156 754.0989379882812 442.9637451171875 787.9369506835938,0.4725229740142822, ,0.0
151,8,349.8843994140625 754.0895385742188 442.9947814941406 787.9410400390625,0.47260406613349915, ,0.0
152,8,1133.4613037109375 818.7044067382812 1243.8656005859375 855.2979125976562,0.5496991276741028,JO6E0,0.5301775292512232
153,8,1133.70703125 818.7208251953125 1243.928955078125 855.29150390625,0.5496558547019958,JO6E0,0.5301775292512232
154,8,1133.0218505859375 820.3895263671875 1240.4110107421875 858.3740844726562,0.5078045725822449,6JO6@D,0.31727738520550874
155,8,1133.1715087890625 820.389404296875 1240.46875 858.3358154296875,0.5078101754188538,6JO6@D,0.31727738520550874
156,8,346.06103515625 760.4336547851562 442.8311462402344 796.6251831054688,0.48910245299339294, ,0.0
157,8,345.47357177734375 760.5001220703125 442.5379638671875 796.468017578125,0.4897463023662567, ,0.0
158,8,1132.0283203125 824.2870483398438 1239.822265625 861.4523315429688,0.549851655960083,CJO6@PD,0.08098083887846481
159,8,1132.0513916015625 824.275390625 1239.807373046875 861.4525756835938,0.5493762493133545,CJO6@PD,0.08098083887846481
160,8,1137.2681884765625 829.888427734375 1241.9710693359375 866.4893188476562,0.48967576026916504,6JO6EPD,0.6496063665365608
161,8,1137.2744140625 829.9020385742188 1242.022216796875 866.5118408203125,0.4889324903488159,6JO6EPD,0.6070734055674359
162,8,1129.557861328125 831.3395385742188 1242.050048828125 867.729736328125,0.47879090905189514,6JO6EPD,0.38838387438199307
163,8,1129.5550537109375 831.3118286132812 1242.0849609375 867.7084350585938,0.47822245955467224,6JO6EPD,0.38838387438199307
164,8,1136.48193359375 833.5961303710938 1239.864990234375 869.5771484375,0.4982750415802002,0JOGEPD,0.44540604480977336
165,8,1136.53369140625 833.608154296875 1239.908935546875 869.6001586914062,0.4976544678211212,0JOGEPD,0.44540604480977336
166,8,341.50225830078125 774.0389404296875 442.22222900390625 807.3870849609375,0.5038911700248718, ,0.0
167,8,341.5108642578125 774.034423828125 442.2971496582031 807.4031982421875,0.5035149455070496, ,0.0
168,8,1138.2357177734375 838.1100463867188 1245.32958984375 874.9271850585938,0.5272687673568726,6JO6EPD,0.2931718618502281
169,8,1138.2425537109375 838.1123657226562 1245.3260498046875 874.9261474609375,0.5272095203399658,6JO6EPD,0.2931718618502281
170,8,338.8089294433594 779.134521484375 439.116455078125 812.366943359375,0.5609292387962341, ,0.0
171,8,338.80767822265625 779.1338500976562 439.1674499511719 812.3890991210938,0.5614057183265686, ,0.0
172,8,334.7536315917969 779.3693237304688 428.8862609863281 817.8956298828125,0.5486116409301758, ,0.0
173,8,334.7294006347656 779.3732299804688 428.91925048828125 817.8903198242188,0.548446774482727, ,0.0
174,8,338.6773681640625 782.1607666015625 436.4632568359375 818.7167358398438,0.5653985738754272, ,0.0
175,8,338.6713562011719 782.1602783203125 436.4229736328125 818.714111328125,0.5650842785835266, ,0.0
176,8,333.6646728515625 784.194091796875 433.6270446777344 821.5614624023438,0.572857677936554, ,0.0
177,8,333.6828308105469 784.2058715820312 433.6628723144531 821.55419921875,0.5720351338386536, ,0.0
178,8,332.9876403808594 789.271484375 440.13726806640625 823.1748657226562,0.5639322400093079, ,0.0
179,8,333.0312805175781 789.2841186523438 440.1446228027344 823.1829833984375,0.5634920597076416, ,0.0
180,8,335.3544616699219 788.6776123046875 429.97662353515625 822.7924194335938,0.5820032358169556, ,0.0
181,8,335.3515625 788.6829223632812 429.9775390625 822.794921875,0.5819997787475586, ,0.0
182,8,1141.3333740234375 860.709228515625 1254.427490234375 896.0774536132812,0.515382707118988,JO6EP0,0.5552560505759113
183,8,1141.31640625 860.7107543945312 1254.4561767578125 896.0741577148438,0.5152716636657715,JO6EP0,0.5552560505759113
184,8,331.77777099609375 796.231689453125 426.7959289550781 830.6358642578125,0.529403805732727, ,0.0
185,8,331.7585144042969 796.2459716796875 426.8192443847656 830.6408081054688,0.5291474461555481, ,0.0
125,11,360.4761962890625 724.4757690429688 456.13592529296875 760.560302734375,0.54405277967453, ,0.0
126,11,1124.1436767578125 783.0087890625 1230.2176513671875 819.3561401367188,0.5463873744010925,GJO6€0,0.33952965485752784
127,11,1124.1361083984375 783.0127563476562 1230.222412109375 819.356689453125,0.5462507605552673,GJO6€0,0.33952965485752784
128,11,359.68780517578125 726.1641845703125 452.5921936035156 761.3103637695312,0.5303388833999634, ,0.0
129,11,359.6681823730469 726.1388549804688 452.605712890625 761.303955078125,0.5289079546928406, ,0.0
130,11,361.12530517578125 731.2432861328125 449.3948669433594 765.7197265625,0.4993966817855835, ,0.0
131,11,361.1988830566406 731.2115478515625 449.38116455078125 765.7264404296875,0.4995611011981964, ,0.0
132,11,1121.486572265625 792.3734130859375 1225.9537353515625 828.383544921875,0.5168491005897522,0JO6EPD,0.10769618175084941
133,11,1121.5008544921875 792.3678588867188 1226.003173828125 828.35546875,0.5166309475898743,6JO6EPD,0.25053250259300436
139,14,1132.70361328125 797.8959350585938 1234.3116455078125 834.9185180664062,0.46813592314720154,GJOSEPD,0.677324760531628
140,14,359.7538146972656 744.3051147460938 452.49365234375 777.7652587890625,0.5456004738807678, ,0.0
141,14,359.80908203125 744.310546875 452.42962646484375 777.7512817382812,0.5451697111129761, ,0.0
142,14,1131.06591796875 804.2127685546875 1230.052001953125 842.384033203125,0.5421040058135986,GJOSEPD,0.6168688177732045
143,14,1130.956787109375 804.178955078125 1230.0540771484375 842.3931274414062,0.5423386693000793,JO6EAD,0.32163317691949916
144,14,1137.1370849609375 808.0990600585938 1234.875 843.560546875,0.5838363170623779,GJO6E0,0.23509639069170032
145,14,1137.134765625 808.1113891601562 1234.87841796875 843.5825805664062,0.5835313200950623,GJO6E0,0.23509639069170032
146,14,349.784912109375 749.5230102539062 443.7294616699219 782.1970825195312,0.47518014907836914, ,0.0
147,14,349.8360900878906 749.5321655273438 443.72503662109375 782.2151489257812,0.4768661558628082, ,0.0
148,14,1129.291748046875 810.5201416015625 1235.3299560546875 853.0076904296875,0.5283620953559875,0JO6EPD,0.1791836881300221
149,14,1129.2275390625 810.5226440429688 1235.408447265625 853.0140991210938,0.5267184376716614,0JO6EPD,0.1791836881300221
150,14,1125.9869384765625 813.545166015625 1243.363037109375 849.679931640625,0.5106291174888611,6JO6@P0,0.15785301698239712
151,14,1126.0406494140625 813.576416015625 1243.3582763671875 849.673828125,0.510520339012146,GJO6EPD,0.1321223873521698
152,14,349.6034240722656 757.3236694335938 446.4708251953125 789.870849609375,0.5525215864181519, ,0.0
153,14,349.5997314453125 757.3346557617188 446.512939453125 789.8901977539062,0.5529305934906006, ,0.0
154,14,348.3296203613281 758.578369140625 440.6651611328125 794.7289428710938,0.5327083468437195, ,0.0
155,14,348.3372802734375 758.5894775390625 440.7033386230469 794.7716674804688,0.5329265594482422, ,0.0
156,14,1142.0137939453125 822.9347534179688 1239.7509765625 860.4190063476562,0.5647860765457153,6JO6@PD,0.4912224979239494
157,14,1142.0601806640625 822.9368896484375 1239.688232421875 860.3929443359375,0.5627845525741577,6JOSEPD,0.13422752623079015
158,14,345.6949768066406 763.1507568359375 441.7652587890625 799.9392700195312,0.5709880590438843, ,0.0
159,14,345.699462890625 763.1503295898438 441.7574157714844 799.9420166015625,0.5712777972221375, ,0.0
160,14,341.30242919921875 765.2144165039062 441.458740234375 801.5060424804688,0.600710928440094, ,0.0
161,14,341.2969665527344 765.2119750976562 441.5087890625 801.5084838867188,0.6009048819541931, ,0.0
162,14,342.4840393066406 766.6181030273438 440.8165283203125 803.0314331054688,0.6196027994155884, ,0.0
163,14,342.4784240722656 766.6318969726562 440.8255615234375 803.0311279296875,0.6194981336593628, ,0.0
164,14,341.5028991699219 767.7484130859375 439.98956298828125 805.7442626953125,0.5235669016838074, ,0.0
165,14,341.54571533203125 767.7453002929688 439.94940185546875 805.8058471679688,0.522810697555542, ,0.0
166,14,1138.4901123046875 834.4823608398438 1243.1866455078125 872.1690063476562,0.5396656394004822,GJO6EPD,0.23621330397481854
167,14,1138.5096435546875 834.4923095703125 1243.2039794921875 872.1640625,0.5396004319190979,GJO6EPD,0.23621330397481854
