,fr_number,id,lp_bbox,lp_bbox_score,lp,lp_score
201,763,0,"[1042.69091796875, 1836.837646484375, 1578.90576171875, 2004.239990234375]",0.7268779873847961,MUL-521,0.9630995082405496
202,764,0,"[1051.7178955078125, 1843.5008544921875, 1574.914794921875, 2012.006591796875]",0.6985311508178711,MUL-521,0.9984387460454074
203,765,0,"[1056.83251953125, 1852.2366943359375, 1563.4326171875, 2004.8177490234375]",0.6879197955131531,0,0.15131364894878008
204,766,0,"[1054.189453125, 1857.1319580078125, 1570.314697265625, 2003.7305908203125]",0.6689035296440125,4,0.3861346248985207
205,767,0,"[1065.0631103515625, 1865.882080078125, 1572.2852783203125, 2005.64501953125]",0.6706196069717407,MUL-521,0.9883289922080898
206,768,0,"[1059.8433837890625, 1862.9461669921875, 1577.561279296875, 2005.7607421875]",0.6866229176521301,MUL-521,0.9612461941471234
207,769,0,"[1057.24560546875, 1855.53076171875, 1574.385498046875, 2013.25927734375]",0.6576706767082214,MUL-521,0.6918648361441052
208,770,0,"[1060.883056640625, 1850.2186279296875, 1585.938720703125, 2014.5927734375]",0.6776865124702454,MUL-521,0.8853821428923764
209,771,0,"[1059.9825439453125, 1851.5159912109375, 1594.6959228515625, 2015.0679931640625]",0.6921650767326355,MUL-521,0.6145211608540133
210,772,0,"[1057.319580078125, 1856.1190185546875, 1597.3118896484375, 2013.603271484375]",0.7125477194786072,MUL-521,0.9721794898573627
211,773,0,"[1067.421142578125, 1860.64306640625, 1588.0169677734375, 2010.536865234375]",0.7156487703323364,MUL-521,0.7043609076623473
212,774,0,"[1071.1622314453125, 1866.3271484375, 1591.352783203125, 2011.2613525390625]",0.7074353098869324,MUL-521,0.9993527353842847
213,775,0,"[1068.4892578125, 1869.4822998046875, 1592.304931640625, 2012.2001953125]",0.6995940208435059,MUL-521,0.8816003297932657
214,776,0,"[1066.0850830078125, 1869.0389404296875, 1593.895751953125, 2016.3897705078125]",0.7127393484115601,MUL-521,0.8146124031687397
215,777,0,"[1068.8988037109375, 1868.4676513671875, 1590.60546875, 2017.4884033203125]",0.7196763753890991,MUL-521,0.9831840957321227
216,778,0,"[1075.28955078125, 1871.428466796875, 1586.9598388671875, 2014.3968505859375]",0.7293567657470703,MUL-521,0.9995304266913798
217,779,0,"[1070.8699951171875, 1874.8974609375, 1588.0704345703125, 2014.8358154296875]",0.719091534614563,MUL-521,0.9998819036756185
218,780,0,"[1070.4141845703125, 1875.76513671875, 1587.5406494140625, 2016.0623779296875]",0.7130109071731567,MUL-521,0.9702768715050174
219,781,0,"[1070.9305419921875, 1876.45458984375, 1587.489013671875, 2017.2242431640625]",0.7103497385978699,MUL-521,0.9997696156223885
220,782,0,"[1072.3472900390625, 1876.837646484375, 1587.7987060546875, 2017.43994140625]",0.7131786942481995,MUL-521,0.9695547191370505
221,783,0,"[1071.9248046875, 1876.6033935546875, 1589.4320068359375, 2017.146728515625]",0.7196345925331116,MUL-521,0.9997487076058261
222,784,0,"[1070.456298828125, 1876.52783203125, 1590.4603271484375, 2017.03564453125]",0.7223168611526489,MUL-521,0.8863479985745374
223,785,0,"[1070.866455078125, 1876.5684814453125, 1590.5665283203125, 2017.1539306640625]",0.7215157747268677,MUL-521,0.8871516176675336
224,786,0,"[1071.5504150390625, 1876.5120849609375, 1590.3665771484375, 2017.20703125]",0.7222041487693787,MUL-521,0.9931185136808461
225,787,0,"[1071.4822998046875, 1876.56591796875, 1590.251708984375, 2016.298828125]",0.7249246835708618,MUL-521,0.9984296354025001
226,788,0,"[1070.436767578125, 1876.6431884765625, 1588.7764892578125, 2016.3922119140625]",0.7224897146224976,MUL-521,0.9993390890856076
227,789,0,"[1070.6416015625, 1876.1107177734375, 1588.69384765625, 2015.0269775390625]",0.7168498635292053,MUL-521,0.7509158171115771
228,790,0,"[1068.7314453125, 1875.8668212890625, 1587.6234130859375, 2015.1741943359375]",0.7189832329750061,MUL-521,0.5550778369267985
229,791,0,"[1068.0400390625, 1875.2830810546875, 1588.591552734375, 2015.1998291015625]",0.7195741534233093,MUL-521,0.9998621228894689
230,792,0,"[1074.995361328125, 1872.1636962890625, 1585.4527587890625, 2013.5928955078125]",0.7245679497718811,MUL-521,0.9211208513147285
231,793,0,"[1073.4251708984375, 1869.4508056640625, 1588.7464599609375, 2015.5682373046875]",0.7286015748977661,MUL-521,0.9954945915453505
232,794,0,"[1070.6500244140625, 1868.5458984375, 1589.792724609375, 2015.5089111328125]",0.7197099924087524,MUL-521,0.6245649151946054
233,795,0,"[1068.06298828125, 1868.8612060546875, 1594.285400390625, 2014.7259521484375]",0.717073380947113,MUL-521,0.966205665198588
234,796,0,"[1067.0115966796875, 1869.0919189453125, 1593.183837890625, 2011.9888916015625]",0.704527735710144,MUL-521,0.8261473411842047
235,797,0,"[1070.8363037109375, 1867.4915771484375, 1591.955322265625, 2010.0999755859375]",0.7054244875907898,MUL-521,0.9982187225760782
236,798,0,"[1069.6641845703125, 1861.1082763671875, 1590.024169921875, 2010.4608154296875]",0.7131702303886414,MUL-521,0.9996993208681788
237,799,0,"[1062.7647705078125, 1858.41552734375, 1591.9029541015625, 2011.4583740234375]",0.7202426195144653,MUL-521,0.9996606130112836
238,800,0,"[1059.995849609375, 1854.6639404296875, 1596.646728515625, 2012.1529541015625]",0.7141997814178467,MUL-521,0.87938937859996
239,801,0,"[1061.6624755859375, 1851.72802734375, 1593.431884765625, 2009.350341796875]",0.707265317440033,MUL-521,0.9993090299648881
240,802,0,"[1056.7567138671875, 1854.1246337890625, 1596.0732421875, 2009.7547607421875]",0.6847527623176575,MUL-521,0.7861437030915154
241,803,0,"[1062.25537109375, 1858.162353515625, 1591.2265625, 2004.957275390625]",0.6727811694145203,MUL-521,0.9991101340015621
242,804,0,"[1071.3680419921875, 1863.706787109375, 1581.7353515625, 1999.12060546875]",0.6737667322158813,MUL-521,0.9996536966534653
243,805,0,"[1075.071533203125, 1867.048095703125, 1577.8560791015625, 1998.295166015625]",0.6926354765892029,MUL-521,0.9998678904210311
244,806,0,"[1081.681396484375, 1867.6435546875, 1579.79345703125, 1998.419677734375]",0.7023985385894775,MUL-521,0.9922958252469554
245,807,0,"[1079.10693359375, 1863.85400390625, 1581.85107421875, 1999.871337890625]",0.6865681409835815,MUL-521,0.7899847433340194
246,808,0,"[1074.6241455078125, 1862.5716552734375, 1572.9583740234375, 1997.476806640625]",0.6695080995559692,MUL-521,0.9999047933570189
247,809,0,"[1075.6937255859375, 1860.8043212890625, 1565.7923583984375, 1998.0023193359375]",0.6765009760856628,MUL-521,0.7102094031513723
248,810,0,"[1080.472412109375, 1859.129638671875, 1560.228515625, 1995.1341552734375]",0.6775224208831787,MUL-521,0.9964387280043094
249,811,0,"[1082.1131591796875, 1859.5140380859375, 1561.2716064453125, 1994.1075439453125]",0.6784505248069763,MUL-521,0.9983166578671144
250,812,0,"[1083.7679443359375, 1859.3466796875, 1564.0396728515625, 1994.7403564453125]",0.6791591644287109,MUL-521,0.857322213040597
251,813,0,"[1084.9002685546875, 1859.778076171875, 1562.4598388671875, 1994.873291015625]",0.6759156584739685,MUL-521,0.9995682512212923
252,814,0,"[1085.1051025390625, 1859.709228515625, 1561.703369140625, 1994.71435546875]",0.676227867603302,MUL-521,0.9998209956979149
253,815,0,"[1083.5562744140625, 1859.80517578125, 1560.6529541015625, 1993.972412109375]",0.6801321506500244,MUL-521,0.9893653849442259
254,816,0,"[1080.6124267578125, 1859.070556640625, 1562.4056396484375, 1994.87255859375]",0.6825914978981018,MUL-521,0.9986341399258695
255,817,0,"[1078.506591796875, 1859.85791015625, 1564.550537109375, 1995.37646484375]",0.6785607933998108,MUL-521,0.9030730519148038
